Complaint ID,Product,Sub-product,Issue,Sub-issue,State,ZIP code,Company,Company response,Timely response?,Consumer disputed?,Delivery Time
1245084,Credit reporting,,Incorrect information on credit report,Information is not mine,TX,79763,TransUnion,In progress,Yes,,0
1245079,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,FL,32043,Bank of America,Closed with explanation,Yes,,6
1245085,Credit reporting,,Incorrect information on credit report,Information is not mine,TX,79763,Experian,Closed with explanation,Yes,,0
1245083,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",,NJ,7001,PNC Bank,Closed with explanation,Yes,,6
1245081,Credit reporting,,Incorrect information on credit report,Information is not mine,PA,19115,Experian,Closed with explanation,Yes,,11
1245082,Bank account or service,Savings account,"Account opening, closing, or management",,FL,34293,Discover,Closed with explanation,Yes,Yes,2
1245098,Debt collection,"Other (phone, health club, etc.)",Communication tactics,Frequent or repeated calls,CO,80015,"Southwest Credit Systems, L.P.",Closed,Yes,,5
1245124,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt is not mine,SC,29414,"Data and Contact Management Solutions, LLC",Closed with explanation,Yes,,7
1244887,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,MD,20781,Stearns Lending,Closed with explanation,Yes,,6
1245060,Bank account or service,Checking account,Deposits and withdrawals,,OK,74571,Arvest Bank,Closed with explanation,Yes,,0
1245052,Credit card,,Other,,FL,34471,Citibank,Closed with non-monetary relief,Yes,,6
1245065,Debt collection,"Other (phone, health club, etc.)",Communication tactics,Frequent or repeated calls,FL,33772,"Denovus Corporation, Ltd.",Closed with explanation,Yes,,0
1245051,Student loan,Non-federal student loan,Dealing with my lender or servicer,,CO,80207,Navient,Closed with explanation,Yes,,6
1245068,Bank account or service,Checking account,Problems caused by my funds being low,,NC,28213,SunTrust Bank,Closed with monetary relief,Yes,,2
1245125,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt is not mine,SC,29414,JPMorgan Chase,Closed with explanation,Yes,,6
1245078,Mortgage,VA mortgage,"Loan servicing, payments, escrow account",,FL,32043,Bank of America,Closed with explanation,Yes,,0
1245441,Consumer loan,Installment loan,Managing the loan or lease,,MA,2155,"CashCall, Inc.",Closed with explanation,Yes,,7
1245007,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,CA,92336,Wells Fargo,Closed with explanation,Yes,,6
1245138,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,MN,55411,Wells Fargo,Closed with explanation,Yes,,6
1245015,Mortgage,Conventional fixed mortgage,"Application, originator, mortgage broker",,FL,33936,"Bayview Loan Servicing, LLC",In progress,Yes,,0
1245013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,TN,38261,"Green Tree Servicing, LLC",Closed with explanation,Yes,,7
1245016,Bank account or service,Other bank product/service,"Account opening, closing, or management",,TX,86082,SunTrust Bank,In progress,Yes,,2
1245018,Consumer loan,Installment loan,Problems when you are unable to pay,,OH,44113,Delbert Services,Closed with explanation,Yes,,0
1245484,Consumer loan,Vehicle loan,Managing the loan or lease,,GA,30705,"First Investors Financial Services Group, Inc.",Closed with explanation,Yes,,7
1245011,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,TN,38261,Citibank,Closed with explanation,Yes,,7
1245023,Debt collection,"Other (phone, health club, etc.)",Communication tactics,Called after sent written cease of comm,NJ,7869,Allied Interstate LLC,Closed with non-monetary relief,Yes,,0
1245002,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,TX,77521,Ocwen,Closed with explanation,Yes,,0
1244993,Debt collection,,Communication tactics,Threatened to take legal action,NJ,7747,"American Credit Resolution, Incorporated",Closed,No,,2
1244989,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,FL,32724,Bank of America,Closed with explanation,Yes,,6
1244994,Bank account or service,Checking account,Deposits and withdrawals,,PA,15236,RBS Citizens,Closed with monetary relief,Yes,,6
1245040,Debt collection,,Disclosure verification of debt,Not given enough info to verify debt,TX,77030,"Convergent Resources, Inc.",Closed with explanation,Yes,,0
1244982,Bank account or service,Checking account,Problems caused by my funds being low,,FL,34275,Synovus Bank,Closed with explanation,Yes,,6
1244978,Debt collection,Credit card,Communication tactics,Frequent or repeated calls,AL,35209,"Premium Asset Services, LLC",In progress,Yes,,6
1244976,Credit card,,Closing/Cancelling account,,CA,91030,Discover,Closed with explanation,Yes,,0
1246512,Debt collection,Credit card,False statements or representation,Impersonated an attorney or official,WA,99202,Resurgent Capital Services L.P.,Closed with explanation,Yes,,1
1245585,Debt collection,,Cont'd attempts collect debt not owed,Debt is not mine,WV,25430,Encore Capital Group,Closed with non-monetary relief,Yes,,0
1244916,Credit card,,Closing/Cancelling account,,LA,70810,Discover,Closed with explanation,Yes,,0
1245567,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,CA,94597,Residential Credit Solutions,Closed with explanation,Yes,,7
1244971,Bank account or service,Checking account,Problems caused by my funds being low,,CA,90037,Bank of America,Closed with explanation,Yes,,7
1246785,Debt collection,"Other (phone, health club, etc.)",Disclosure verification of debt,Right to dispute notice not received,MO,65201,"Credit Bureau of Columbia, Inc.",Closed with non-monetary relief,Yes,,1
1246803,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,OR,97601,Ocwen,In progress,Yes,,1
1246740,Mortgage,Conventional adjustable mortgage (ARM),"Loan servicing, payments, escrow account",,WA,98629,Nationstar Mortgage,Closed with explanation,Yes,,7
1244888,Bank account or service,Checking account,"Account opening, closing, or management",,OH,43081,USAA Savings,Closed with monetary relief,Yes,,5
1245586,Debt collection,,Cont'd attempts collect debt not owed,Debt is not mine,WV,25430,HSBC,Closed with explanation,Yes,,0
1244808,Mortgage,Conventional fixed mortgage,Credit decision / Underwriting,,CA,92101,Bank of America,Closed with explanation,Yes,,0
1245581,Credit reporting,,Incorrect information on credit report,Information is not mine,MD,20639,Experian,Closed with non-monetary relief,Yes,,7
1246705,Debt collection,Medical,Cont'd attempts collect debt not owed,Debt is not mine,PA,17029,"NRA Group, LLC",Closed with non-monetary relief,No,,7
1245724,Credit card,,Other fee,,SD,57301,Bank of America,Closed with non-monetary relief,Yes,,0
1244775,Credit reporting,,Incorrect information on credit report,Public record,IN,46239,Equifax,Closed with explanation,Yes,,6
1244776,Mortgage,Conventional fixed mortgage,Credit decision / Underwriting,,MD,20878,Bank of America,Closed with monetary relief,Yes,,0
1246791,Student loan,Non-federal student loan,Dealing with my lender or servicer,,LA,70001,AES/PHEAA,Closed with explanation,Yes,,1
1244764,Debt collection,"Other (phone, health club, etc.)",Communication tactics,Frequent or repeated calls,TX,76179,"Portfolio Recovery Associates, Inc.",Closed with non-monetary relief,Yes,,6
1244221,Debt collection,Credit card,Cont'd attempts collect debt not owed,Debt is not mine,NJ,8618,"Pressler & Pressler, LLP",Closed with explanation,Yes,,7
1244796,Mortgage,FHA mortgage,"Loan servicing, payments, escrow account",,AL,35235,PNC Bank,In progress,Yes,,0
1244324,Debt collection,,Communication tactics,Threatened to take legal action,AP,98032,"National Principal Group, LLC",Closed with explanation,Yes,Yes,7
1244316,Credit card,,Forbearance / Workout plans,,TX,79423,"Law Office of Michael J. Scott, PC",Closed with explanation,Yes,,7
1244736,Mortgage,FHA mortgage,Settlement process and costs,,GA,30170,Specialized Loan Servicing LLC,Closed with explanation,Yes,,0
1244732,Debt collection,,Communication tactics,Frequent or repeated calls,VA,22172,Gila LLC,Closed with explanation,Yes,,6
1244725,Bank account or service,Savings account,Deposits and withdrawals,,IN,46205,JPMorgan Chase,Closed with explanation,Yes,,7
1244311,Credit reporting,,Incorrect information on credit report,Account status,CA,91754,TransUnion,Closed with explanation,Yes,,0
1244744,Debt collection,"Other (phone, health club, etc.)",Disclosure verification of debt,Not given enough info to verify debt,NJ,7731,Allied Interstate LLC,Closed with non-monetary relief,Yes,,6
1244711,Debt collection,"Other (phone, health club, etc.)",Taking/threatening an illegal action,Threatened to sue on too old debt,TX,77469,4 Star Resolution LLC,Untimely response,No,,0
1245672,Debt collection,Medical,Cont'd attempts collect debt not owed,Debt is not mine,TX,79938,West Corporation,Closed with explanation,Yes,,7
1244720,Debt collection,,Communication tactics,Frequent or repeated calls,MO,63116,"Portfolio Recovery Associates, Inc.",Closed with non-monetary relief,Yes,,0
1244723,Debt collection,Credit card,Communication tactics,Frequent or repeated calls,ME,4071,GE Capital Retail,Closed with non-monetary relief,Yes,,7
1245434,Debt collection,Credit card,Cont'd attempts collect debt not owed,Debt is not mine,NY,12180,Forster & Garbus LLP,Closed with explanation,Yes,,0
1245594,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,MD,20906,PNC Bank,In progress,Yes,,7
1246695,Credit card,,Late fee,,TX,76465,Citibank,Closed with monetary relief,Yes,,7
1245686,Debt collection,"Other (phone, health club, etc.)",False statements or representation,Impersonated an attorney or official,NV,89144,"Financial Credit Service, Inc.",Closed with explanation,No,,0
1245939,Bank account or service,Checking account,Problems caused by my funds being low,,NJ,8088,TD Bank,Closed with explanation,Yes,Yes,0
1244646,Payday loan,,Charged fees or interest I didn't expect,,PA,19063,ACE Cash Express Inc.,Closed,Yes,Yes,6
1245950,Student loan,Non-federal student loan,Dealing with my lender or servicer,,CO,80012,Sallie Mae,In progress,Yes,,0
1245915,Credit reporting,,Incorrect information on credit report,Account terms,MD,21236,TransUnion,Closed with explanation,Yes,,0
1245914,Bank account or service,(CD) Certificate of deposit,"Account opening, closing, or management",,TN,37397,Regions,Closed with non-monetary relief,Yes,,2
1245426,Debt collection,Non-federal student loan,Communication tactics,Frequent or repeated calls,FL,32501,Navient,Closed with explanation,Yes,,7
1244233,Bank account or service,Other bank product/service,"Account opening, closing, or management",,OH,43224,Fifth Third Bank,Closed with explanation,Yes,Yes,7
1244248,Credit card,,Other,,CA,91604,Citibank,Closed with explanation,Yes,,0
1246710,Bank account or service,Checking account,Problems caused by my funds being low,,,,Wells Fargo,Closed with explanation,Yes,,5
1245711,Bank account or service,Checking account,"Account opening, closing, or management",,TX,75380,Bank of America,Closed with monetary relief,Yes,,0
1244237,Credit reporting,,Incorrect information on credit report,Account terms,FL,33302,Equifax,Closed with explanation,Yes,,0
1244038,Credit reporting,,Incorrect information on credit report,Information is not mine,TN,37229,Equifax,Closed with explanation,Yes,Yes,0
1244223,Credit reporting,,Credit reporting company's investigation,Problem with statement of dispute,PA,19116,Equifax,Closed with explanation,Yes,Yes,0
1244026,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,ME,3903,Specialized Loan Servicing LLC,Closed with explanation,Yes,,7
1245877,Student loan,Non-federal student loan,Dealing with my lender or servicer,,FL,33611,KeyBank NA,Closed with explanation,Yes,Yes,0
1244014,Debt collection,Non-federal student loan,Cont'd attempts collect debt not owed,Debt is not mine,FL,34448,GC Services Limited Partnership,Closed with non-monetary relief,Yes,Yes,0
1244871,Student loan,Non-federal student loan,Can't repay my loan,,OK,73170,Wells Fargo,Closed with non-monetary relief,Yes,,0
1245385,Debt collection,Federal student loan,Communication tactics,Frequent or repeated calls,MO,65355,GC Services Limited Partnership,Closed with explanation,Yes,,9
1245360,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt is not mine,CA,92646,"Rauch-Milliken International, Inc.",Closed,Yes,,0
1247011,Mortgage,Conventional adjustable mortgage (ARM),"Loan modification,collection,foreclosure",,CA,90660,"Select Portfolio Servicing, Inc",Closed with explanation,Yes,,1
1244688,Mortgage,FHA mortgage,"Loan servicing, payments, escrow account",,IN,46217,Nationstar Mortgage,Closed with explanation,Yes,Yes,0
1244195,Consumer loan,Vehicle loan,Problems when you are unable to pay,,MD,20910,World Acceptance Corporation,Closed with explanation,Yes,,0
1244204,Consumer loan,Personal line of credit,Account terms and changes,,CA,95020,Wells Fargo,Closed with explanation,Yes,,2
1244199,Payday loan,,Can't contact lender,,TX,76633,Speedy Cash Holdings,Closed with explanation,Yes,,1
1244201,Credit reporting,,Incorrect information on credit report,Account status,KY,40509,Experian,Closed with explanation,Yes,,19
1246760,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,CA,95610,"Green Tree Servicing, LLC",Closed with explanation,Yes,,7
1244187,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,MO,63034,Bank of America,In progress,Yes,,5
1244008,Credit reporting,,Incorrect information on credit report,Information is not mine,SC,29673,"FNIS (Fidelity National Information Services, Inc.)",Closed with explanation,Yes,,0
1246572,Bank account or service,Other bank product/service,"Account opening, closing, or management",,MS,39212,Wells Fargo,Closed with explanation,Yes,,1
1246798,Mortgage,Conventional fixed mortgage,Settlement process and costs,,WA,98115,Bank of America,Closed with explanation,Yes,,1
1246825,Credit reporting,,Incorrect information on credit report,Information is not mine,TX,77375,Experian,In progress,Yes,,1
1244607,Credit reporting,,Incorrect information on credit report,Information is not mine,TX,76708,Equifax,Closed with explanation,Yes,,20
1244605,Credit reporting,,Incorrect information on credit report,Information is not mine,TX,76708,Experian,In progress,Yes,,20
1245799,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,FL,32117,Ocwen,Closed with explanation,Yes,,0
1245357,Credit card,,Billing disputes,,NE,68845,Amex,Closed with explanation,Yes,,2
1244577,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt was paid,NC,27330,Resurgent Capital Services L.P.,In progress,Yes,,6
1245498,Debt collection,,Communication tactics,Frequent or repeated calls,OH,44406,ALCHRO INC.,Untimely response,No,,0
1244174,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt is not mine,VA,23832,Stellar Recovery Inc.,Closed with explanation,Yes,,0
1245794,Debt collection,,False statements or representation,Indicated committed crime not paying,NC,28208,"Pinnacle Asset Management, LLC",Closed,Yes,Yes,0
1244167,Debt collection,Credit card,Communication tactics,Called outside of 8am-9pm,MN,55934,Discover,Closed with explanation,Yes,,0
1244152,Bank account or service,Checking account,Deposits and withdrawals,,CA,93720,Union Bank,Closed with explanation,Yes,Yes,6
1244157,Credit reporting,,Incorrect information on credit report,Account status,NY,10456,Equifax,Closed with explanation,Yes,,0
1244173,Debt collection,"Other (phone, health club, etc.)",Communication tactics,Frequent or repeated calls,FL,34243,"Omega RMS, LLC",Closed with explanation,Yes,Yes,0
1244177,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,NJ,8225,TD Bank,Closed with explanation,Yes,,6
1245809,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,NC,27278,Vanderbilt Mortgage & Finance,In progress,Yes,,0
1244307,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt is not mine,AZ,85920,"Afni, Inc.",Closed with explanation,Yes,Yes,0
1244570,Mortgage,Conventional adjustable mortgage (ARM),"Loan modification,collection,foreclosure",,UT,84601,Residential Credit Solutions,Closed with explanation,Yes,,0
1244569,Debt collection,,Cont'd attempts collect debt not owed,Debt is not mine,CA,94901,Encore Capital Group,Closed with explanation,Yes,,0
1244573,Consumer loan,Vehicle loan,Taking out the loan or lease,,IL,60090,Nissan Motor Acceptance Corporation,Closed with explanation,Yes,Yes,0
1244572,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,NC,27502,HSBC,Closed with explanation,Yes,,0
1244567,Credit reporting,,Credit reporting company's investigation,Problem with statement of dispute,AL,36832,Equifax,Closed with explanation,Yes,,0
1245264,Credit card,,Late fee,,NJ,7508,Wells Fargo,Closed with monetary relief,Yes,,0
1244560,Credit reporting,,Incorrect information on credit report,Information is not mine,CO,80216,Equifax,Closed with explanation,Yes,,6
1244691,Consumer loan,Vehicle lease,Problems when you are unable to pay,,NC,28227,DriveTime,Closed with explanation,Yes,,6
1245893,Debt collection,Medical,Communication tactics,Frequent or repeated calls,,,Rash Curtis and Associates,Closed with explanation,No,Yes,5
1246758,Bank account or service,Checking account,Using a debit or ATM card,,CA,94107,JPMorgan Chase,Closed with non-monetary relief,Yes,,1
1244555,Student loan,Non-federal student loan,Dealing with my lender or servicer,,CA,90063,Genesis Lending,Closed with explanation,Yes,,7
1244869,Debt collection,Credit card,Cont'd attempts collect debt not owed,Debt was paid,CT,,USAA Savings,Closed with explanation,Yes,,0
1244563,Debt collection,Payday loan,Communication tactics,Frequent or repeated calls,NM,88063,Security Finance,Closed with explanation,Yes,,0
1245347,Credit card,,Bankruptcy,,PA,18201,TD Bank,Closed with non-monetary relief,Yes,Yes,2
1244111,Consumer loan,Vehicle loan,Problems when you are unable to pay,,TX,75241,Ally Financial Inc.,Closed with explanation,Yes,,2
1245350,Debt collection,,Disclosure verification of debt,Not given enough info to verify debt,IN,46260,"Advanced Collection Bureau, Inc.",Closed with explanation,Yes,,0
1244547,Mortgage,Conventional fixed mortgage,"Application, originator, mortgage broker",,AZ,85044,Americash,Closed with monetary relief,Yes,,6
1244104,Mortgage,FHA mortgage,"Loan servicing, payments, escrow account",,CA,92056,Ocwen,In progress,Yes,,0
1246537,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",,MO,64081,Ocwen,Closed with explanation,Yes,,7
1244110,Debt collection,,Cont'd attempts collect debt not owed,Debt is not mine,NJ,7424,"Enhanced Acquisitions, LLC",Closed with explanation,Yes,,0
1246584,Debt collection,,Cont'd attempts collect debt not owed,Debt is not mine,VA,22191,Encore Capital Group,Closed with non-monetary relief,Yes,,1
1244108,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,MN,55317,Wells Fargo,Closed with non-monetary relief,Yes,,0
1245698,Student loan,Non-federal student loan,Dealing with my lender or servicer,,PA,19142,Navient,Closed with explanation,Yes,,0
1245160,Bank account or service,Checking account,Deposits and withdrawals,,FL,32822,BB&T Financial,Closed with explanation,Yes,,6
1244548,Bank account or service,Other bank product/service,Using a debit or ATM card,,TX,76040,Capital One,Closed with explanation,Yes,,0
1245697,Credit card,,Closing/Cancelling account,,MD,21921,Discover,Closed with explanation,Yes,,0
1245792,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,CA,92111,Residential Credit Solutions,Closed with explanation,Yes,,0
1246585,Debt collection,,Cont'd attempts collect debt not owed,Debt is not mine,VA,22191,"NRA Group, LLC",Closed with non-monetary relief,No,,1
1246563,Credit reporting,,Incorrect information on credit report,Account terms,CA,96130,TransUnion,Closed with explanation,Yes,Yes,1
1244222,Debt collection,Credit card,Cont'd attempts collect debt not owed,Debt is not mine,NJ,8618,JPMorgan Chase,Closed with explanation,Yes,,7
1246811,Credit card,,Other,,VA,23238,Capital One,In progress,Yes,,1
1246637,Consumer loan,Installment loan,Problems when you are unable to pay,,CA,90008,"Bliksum, LLC",Closed with explanation,Yes,Yes,7
1245876,Mortgage,VA mortgage,"Loan modification,collection,foreclosure",,CA,92886,Ocwen,Closed with explanation,Yes,Yes,6
1245718,Mortgage,FHA mortgage,"Loan servicing, payments, escrow account",,KS,66083,"PennyMac Loan Services, LLC",Closed with explanation,Yes,Yes,0
1244092,Consumer loan,Vehicle loan,Problems when you are unable to pay,,MO,63090,Ford Motor Credit Company,Closed with explanation,Yes,,5
1244031,Mortgage,FHA mortgage,"Loan modification,collection,foreclosure",,KY,40228,JPMorgan Chase,Closed with explanation,Yes,,0
1244069,Consumer loan,Vehicle lease,Managing the loan or lease,,IL,60031,Ford Motor Credit Company,Closed with explanation,Yes,Yes,2
1244030,Credit reporting,,Unable to get credit report/credit score,Problem getting my free annual report,CA,92165,Experian,Closed with non-monetary relief,Yes,,0
1244006,Credit card,,Closing/Cancelling account,,MD,21029,Discover,Closed with explanation,Yes,Yes,0
1244001,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,MI,48382,"Select Portfolio Servicing, Inc",Closed with explanation,Yes,,7
1244000,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,MI,48382,Carrington Mortgage,Closed with explanation,Yes,,7
1244029,Credit reporting,,Unable to get credit report/credit score,Problem getting my free annual report,CA,92165,Equifax,Closed with non-monetary relief,Yes,,0
1244009,Credit reporting,,Credit reporting company's investigation,Problem with statement of dispute,MA,2186,Equifax,Closed with explanation,Yes,Yes,0
1244027,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,MD,20737,"Green Tree Servicing, LLC",In progress,Yes,,0
1244023,Credit reporting,,Credit monitoring or identity protection,Problem cancelling or closing account,GA,30122,TransUnion,Closed with explanation,Yes,,7
1245712,Bank account or service,Checking account,"Account opening, closing, or management",,FL,33407,Bank of America,Closed with explanation,Yes,,0
1244036,Debt collection,Medical,Taking/threatening an illegal action,Threatened to sue on too old debt,SD,57469,"CCB Credit Serivces, Inc",Closed with explanation,Yes,,7
1244032,Prepaid card,Mobile wallet,Unauthorized transactions/trans. issues,,TX,76107,PayPal,Closed with explanation,Yes,,7
1244052,Credit reporting,,Incorrect information on credit report,Public record,OH,43212,TransUnion,Closed with non-monetary relief,Yes,,0
1244039,Debt collection,Federal student loan,Cont'd attempts collect debt not owed,Debt is not mine,GA,30350,West Corporation,Closed with explanation,Yes,,0
1244048,Credit reporting,,Incorrect information on credit report,Account terms,NC,27407,TransUnion,Closed with explanation,Yes,,0
1244047,Credit reporting,,Incorrect information on credit report,Account terms,NC,27407,Equifax,In progress,Yes,,7
1244061,Mortgage,Conventional adjustable mortgage (ARM),"Loan servicing, payments, escrow account",,AZ,85711,"Green Tree Servicing, LLC",Closed with explanation,Yes,,5
1245872,Prepaid card,Government benefit payment card,Fraud or scam,,IL,60445,Comerica,Closed with explanation,Yes,Yes,7
1245777,Credit card,,Identity theft / Fraud / Embezzlement,,TX,77573,Citibank,Closed with explanation,Yes,,0
1244208,Debt collection,,Disclosure verification of debt,Not given enough info to verify debt,IN,46706,"Portfolio Recovery Associates, Inc.",Closed with explanation,Yes,Yes,0
1245709,Consumer loan,Installment loan,Problems when you are unable to pay,,CA,94608,"Dynamic Recovery Solutions, LLC",Closed with non-monetary relief,Yes,,6
1244062,Credit reporting,,Credit reporting company's investigation,Problem with statement of dispute,NJ,8302,TransUnion,Closed with explanation,Yes,,0
1245763,Mortgage,VA mortgage,"Loan modification,collection,foreclosure",,SC,29926,Ocwen,Closed with explanation,Yes,,0
1244200,Credit reporting,,Incorrect information on credit report,Account status,KY,40509,TransUnion,Closed with explanation,Yes,,19
1245722,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt is not mine,FL,32117,Encore Capital Group,Closed with non-monetary relief,Yes,,0
1245758,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,TX,76643,"Green Tree Servicing, LLC",Closed with explanation,Yes,,0
1245731,Bank account or service,Other bank product/service,Deposits and withdrawals,,CA,95407,Bank of the West,Closed with explanation,Yes,,0
1245759,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,NJ,8818,PNC Bank,Closed with explanation,Yes,,5
1245729,Mortgage,FHA mortgage,Credit decision / Underwriting,,AL,36111,Alabama Housing Finance Authority,Closed with explanation,Yes,,21
1245725,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,AL,35022,Ocwen,Closed with explanation,Yes,,0
1245749,Debt collection,Medical,Cont'd attempts collect debt not owed,Debt was paid,TX,77879,"Healthcare Collections-I, LLC",Closed with explanation,Yes,Yes,5
1244184,Consumer loan,Vehicle loan,Problems when you are unable to pay,,AL,35023,"Prestige Financial Services, Inc.",Closed with explanation,Yes,,6
1245734,Bank account or service,Checking account,"Account opening, closing, or management",,NY,14141,Bank of America,Closed with explanation,Yes,,7
1245741,Mortgage,Home equity loan or line of credit,"Loan servicing, payments, escrow account",,MI,49418,First Tennessee Bank,Closed with explanation,Yes,,0
1246633,Mortgage,Conventional fixed mortgage,"Application, originator, mortgage broker",,TX,75104,Bank of America,In progress,Yes,,0
1244088,Other financial service,Check cashing,Disclosures,,TX,78644,"FNIS (Fidelity National Information Services, Inc.)",Closed with explanation,Yes,,7
1244080,Credit reporting,,Incorrect information on credit report,Information is not mine,MD,21014,TransUnion,Closed with non-monetary relief,Yes,,6
1244072,Mortgage,Conventional adjustable mortgage (ARM),"Loan modification,collection,foreclosure",,FL,33126,Wells Fargo,Closed with non-monetary relief,Yes,,0
1244079,Debt collection,Medical,Cont'd attempts collect debt not owed,Debt is not mine,KY,40258,"Retrieval-Masters Creditors Bureau, Inc.",Closed,Yes,,0
1244182,Mortgage,Conventional adjustable mortgage (ARM),"Loan modification,collection,foreclosure",,AZ,85207,Specialized Loan Servicing LLC,Closed with explanation,Yes,,0
1244077,Debt collection,Medical,Cont'd attempts collect debt not owed,Debt is not mine,KY,40258,"Credit Clearing House of America, Inc.",Closed,Yes,,6
1244078,Debt collection,Medical,Cont'd attempts collect debt not owed,Debt is not mine,KY,40258,Revenue Recovery Corporation,Closed with explanation,Yes,,8
1244087,Credit reporting,,Unable to get credit report/credit score,Problem getting my free annual report,CA,92165,TransUnion,Closed with non-monetary relief,Yes,,0
1244081,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,FL,33173,Nationstar Mortgage,Closed with explanation,Yes,,6
1244086,Credit reporting,,Unable to get credit report/credit score,Problem getting my free annual report,CA,92165,Equifax,Closed with non-monetary relief,Yes,,0
1245783,Credit card,,Billing disputes,,TX,76227,Bank of America,Closed with explanation,Yes,,7
1246644,Credit reporting,,Incorrect information on credit report,Public record,CA,92660,Equifax,Closed with non-monetary relief,Yes,,1
1244101,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,MA,2148,JPMorgan Chase,In progress,Yes,,0
1244095,Bank account or service,Other bank product/service,"Making/receiving payments, sending money",,CA,90630,Wells Fargo,Closed with explanation,Yes,,0
1244094,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,GA,30157,Ocwen,Closed with explanation,Yes,,0
1245151,Bank account or service,Checking account,"Account opening, closing, or management",,KY,42035,Bank of America,Closed with monetary relief,Yes,,2
1245780,Debt collection,Payday loan,Cont'd attempts collect debt not owed,Debt was paid,OH,43220,"Bizcorp, LLC",Closed with non-monetary relief,Yes,,7
1245779,Mortgage,FHA mortgage,"Loan servicing, payments, escrow account",,WA,98034,"Green Tree Servicing, LLC",Closed with monetary relief,Yes,,0
1244117,Consumer loan,Vehicle loan,Managing the loan or lease,,NC,27406,"Byrider Franchising, LLC",Closed with explanation,Yes,,6
1244220,Debt collection,Credit card,Disclosure verification of debt,Not given enough info to verify debt,NY,11235,"United Recovery Systems, LP",Closed with explanation,Yes,,7
1245790,Consumer loan,Vehicle loan,Problems when you are unable to pay,,MS,39272,"Westlake Services, LLC",Closed with explanation,Yes,,7
1244149,Debt collection,Credit card,Disclosure verification of debt,Right to dispute notice not received,VA,23454,HSBC,Closed with explanation,Yes,,7
1244125,Mortgage,FHA mortgage,"Loan modification,collection,foreclosure",,IL,62269,U.S. Bancorp,Closed with explanation,Yes,,7
1244119,Debt collection,Auto,Cont'd attempts collect debt not owed,Debt was paid,MI,49116,Commercial Recovery Systems,Untimely response,No,,6
1244124,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,MA,2093,"Bayview Loan Servicing, LLC",In progress,Yes,,7
1244120,Credit card,,Billing disputes,,NY,12833,Bank of America,Closed with monetary relief,Yes,,0
1244130,Debt collection,,Improper contact or sharing of info,Contacted me after I asked not to,PA,16046,"Malcolm S. Gerald and Associates, Inc.",Closed with non-monetary relief,Yes,Yes,7
1244148,Debt collection,Credit card,Disclosure verification of debt,Right to dispute notice not received,VA,23454,Resurgent Capital Services L.P.,In progress,Yes,,0
1244147,Credit reporting,,Credit reporting company's investigation,No notice of investigation status/result,VA,23454,Equifax,Closed with explanation,Yes,,0
1244133,Credit reporting,,Credit reporting company's investigation,No notice of investigation status/result,NY,11980,TransUnion,Closed with explanation,Yes,,0
